"subj_idx","acc","rt","association","difficulty","difficulty_code","group"
"104",0.854166666666667,1.08531707317073,"self",1,"very easy","color"
"104",0.895833333333333,1.15225581395349,"other",2,"easy","color"
"104",0.75,1.40308333333333,"self",2,"easy","color"
"104",0.829787234042553,1.27535897435897,"other",3,"difficult","color"
"104",0.5625,1.27755555555556,"self",3,"difficult","color"
"104",0.833333333333333,1.2194,"other",4,"very difficult","color"
"104",0.395833333333333,1.28494736842105,"self",4,"very difficult","color"
"105",0.770833333333333,1.2622972972973,"other",1,"very easy","color"
"105",0.875,1.20790476190476,"self",1,"very easy","color"
"105",0.666666666666667,1.40740625,"other",2,"easy","color"
"105",0.791666666666667,1.35213157894737,"self",2,"easy","color"
"105",0.51063829787234,1.47833333333333,"other",3,"difficult","color"
"105",0.791666666666667,1.55073684210526,"self",3,"difficult","color"
"105",0.479166666666667,1.36034782608696,"other",4,"very difficult","color"
"105",0.708333333333333,1.45311764705882,"self",4,"very difficult","color"
"106",0.979166666666667,1.55676595744681,"other",1,"very easy","color"
"106",0.979166666666667,1.55778723404255,"self",1,"very easy","color"
"106",0.875,1.76897619047619,"other",2,"easy","color"
"106",0.916666666666667,1.68475,"self",2,"easy","color"
"106",0.75,1.90436111111111,"other",3,"difficult","color"
"106",0.804347826086957,1.7562972972973,"self",3,"difficult","color"
"106",0.595744680851064,1.84942857142857,"other",4,"very difficult","color"
"106",0.659574468085106,1.78338709677419,"self",4,"very difficult","color"
"107",0.91304347826087,2.07711904761905,"other",1,"very easy","color"
"107",0.958333333333333,2.04321739130435,"self",1,"very easy","color"
"107",0.888888888888889,2.161475,"other",2,"easy","color"
"107",0.853658536585366,2.20728571428571,"self",2,"easy","color"
"107",0.761904761904762,2.2824375,"other",3,"difficult","color"
"107",0.523809523809524,2.31168181818182,"self",3,"difficult","color"
"107",0.523809523809524,2.30736363636364,"other",4,"very difficult","color"
"107",0.717391304347826,2.36972727272727,"self",4,"very difficult","color"
"108",0.9375,1.14048888888889,"other",1,"very easy","color"
"108",0.979166666666667,1.20782978723404,"self",1,"very easy","color"
"108",0.847826086956522,1.10110256410256,"other",2,"easy","color"
"108",0.833333333333333,1.19105,"self",2,"easy","color"
"108",0.833333333333333,1.3309,"other",3,"difficult","color"
"108",0.729166666666667,1.31594285714286,"self",3,"difficult","color"
"108",0.770833333333333,1.35,"other",4,"very difficult","color"
"108",0.5625,1.53585185185185,"self",4,"very difficult","color"
"109",0.895833333333333,1.38227906976744,"other",1,"very easy","color"
"109",0.936170212765957,1.31745454545455,"self",1,"very easy","color"
"109",0.826086956521739,1.37681578947368,"other",2,"easy","color"
"109",0.893617021276596,1.45097619047619,"self",2,"easy","color"
"109",0.630434782608696,1.44358620689655,"other",3,"difficult","color"
"109",0.787234042553192,1.45091891891892,"self",3,"difficult","color"
"109",0.630434782608696,1.48772413793103,"other",4,"very difficult","color"
"109",0.521739130434783,1.39820833333333,"self",4,"very difficult","color"
"110",1,1.1251875,"other",1,"very easy","color"
"110",1,1.1870625,"self",1,"very easy","color"
"110",0.958333333333333,1.34210869565217,"other",2,"easy","color"
"110",0.916666666666667,1.35904545454545,"self",2,"easy","color"
"110",0.708333333333333,1.456,"other",3,"difficult","color"
"110",0.854166666666667,1.53158536585366,"self",3,"difficult","color"
"110",0.645833333333333,1.66538709677419,"other",4,"very difficult","color"
"110",0.553191489361702,1.44134615384615,"self",4,"very difficult","color"
