"subj_idx","acc","rt","association","difficulty","difficulty_code","group"
"15",0.65,1.96873076923077,"other",3,"difficult","motion"
"15",0.767441860465116,1.96793939393939,"self",3,"difficult","motion"
"15",0.523809523809524,2.22909090909091,"other",4,"very difficult","motion"
"15",0.641025641025641,1.91208,"self",4,"very difficult","motion"
"16",0.659574468085106,1.6348064516129,"other",1,"very easy","motion"
"16",0.739130434782609,1.54273529411765,"self",1,"very easy","motion"
"16",0.608695652173913,1.55135714285714,"other",2,"easy","motion"
"16",0.604166666666667,1.5551724137931,"self",2,"easy","motion"
"16",0.652173913043478,1.84156666666667,"other",3,"difficult","motion"
"16",0.6875,1.87642424242424,"self",3,"difficult","motion"
"16",0.638297872340426,1.66173333333333,"other",4,"very difficult","motion"
"16",0.608695652173913,1.82725,"self",4,"very difficult","motion"
"17",0.833333333333333,1.7904,"other",1,"very easy","motion"
"17",0.895833333333333,1.74758139534884,"self",1,"very easy","motion"
"17",0.702127659574468,1.82963636363636,"other",2,"easy","motion"
"17",0.74468085106383,1.87762857142857,"self",2,"easy","motion"
"17",0.617021276595745,1.83555172413793,"other",3,"difficult","motion"
"17",0.770833333333333,1.87537837837838,"self",3,"difficult","motion"
"17",0.574468085106383,2.06322222222222,"other",4,"very difficult","motion"
"17",0.888888888888889,2.0277,"self",4,"very difficult","motion"
"18",0.791666666666667,1.64936842105263,"other",1,"very easy","motion"
"18",0.916666666666667,1.08543181818182,"self",1,"very easy","motion"
"18",0.787234042553192,1.66835135135135,"other",2,"easy","motion"
"18",0.645833333333333,1.27912903225806,"self",2,"easy","motion"
"18",0.6875,1.70090909090909,"other",3,"difficult","motion"
"18",0.75,1.41538888888889,"self",3,"difficult","motion"
"18",0.75,1.69408333333333,"other",4,"very difficult","motion"
"18",0.416666666666667,1.55595,"self",4,"very difficult","motion"
"19",0.765957446808511,1.60752777777778,"other",1,"very easy","motion"
"19",0.770833333333333,1.61545945945946,"self",1,"very easy","motion"
"19",0.787234042553192,1.81324324324324,"other",2,"easy","motion"
"19",0.680851063829787,1.43646875,"self",2,"easy","motion"
"19",0.826086956521739,1.89155263157895,"other",3,"difficult","motion"
"19",0.717391304347826,1.59378787878788,"self",3,"difficult","motion"
"19",0.666666666666667,1.9772,"other",4,"very difficult","motion"
"19",0.369565217391304,1.84864705882353,"self",4,"very difficult","motion"
"20",0.717391304347826,1.60427272727273,"other",1,"very easy","motion"
"20",0.765957446808511,1.25291666666667,"self",1,"very easy","motion"
"20",0.622222222222222,1.81628571428571,"other",2,"easy","motion"
"20",0.833333333333333,1.465,"self",2,"easy","motion"
"20",0.666666666666667,1.7354,"other",3,"difficult","motion"
"20",0.75,1.50033333333333,"self",3,"difficult","motion"
"20",0.565217391304348,1.83261538461538,"other",4,"very difficult","motion"
"20",0.680851063829787,1.5615,"self",4,"very difficult","motion"
"21",0.75,1.96036363636364,"other",1,"very easy","motion"
"21",0.916666666666667,1.62136363636364,"self",1,"very easy","motion"
"21",0.8,1.96458333333333,"other",2,"easy","motion"
"21",0.958333333333333,1.58913043478261,"self",2,"easy","motion"
"21",0.565217391304348,1.93196153846154,"other",3,"difficult","motion"
"21",0.872340425531915,1.85592682926829,"self",3,"difficult","motion"
"21",0.5,2.16130434782609,"other",4,"very difficult","motion"
"21",0.75,1.94672727272727,"self",4,"very difficult","motion"
"22",0.574468085106383,1.94614814814815,"other",1,"very easy","motion"
"22",0.674418604651163,1.74531034482759,"self",1,"very easy","motion"
"22",0.521739130434783,1.84620833333333,"other",2,"easy","motion"
"22",0.574468085106383,1.50025925925926,"self",2,"easy","motion"
"22",0.511627906976744,1.72890909090909,"other",3,"difficult","motion"
"22",0.595744680851064,1.62010714285714,"self",3,"difficult","motion"
"22",0.5,2.01114285714286,"other",4,"very difficult","motion"
"22",0.533333333333333,1.67391666666667,"self",4,"very difficult","motion"
"23",0.804347826086957,1.97837837837838,"other",1,"very easy","motion"
"23",0.804347826086957,1.73327027027027,"self",1,"very easy","motion"
"23",0.772727272727273,2.03717647058824,"other",2,"easy","motion"
"23",0.770833333333333,1.69135135135135,"self",2,"easy","motion"
"23",0.795454545454545,2.13402857142857,"other",3,"difficult","motion"
"23",0.765957446808511,1.84477777777778,"self",3,"difficult","motion"
"23",0.476190476190476,2.1734,"other",4,"very difficult","motion"
"23",0.760869565217391,1.80808571428571,"self",4,"very difficult","motion"
"24",0.787234042553192,1.76483783783784,"other",1,"very easy","motion"
"24",0.604166666666667,1.85286206896552,"self",1,"very easy","motion"
"24",0.795454545454545,1.89845714285714,"other",2,"easy","motion"
"24",0.638297872340426,1.84796666666667,"self",2,"easy","motion"
"24",0.760869565217391,1.7266,"other",3,"difficult","motion"
"24",0.541666666666667,2.09692307692308,"self",3,"difficult","motion"
"24",0.688888888888889,1.78554838709677,"other",4,"very difficult","motion"
"24",0.466666666666667,2.00419047619048,"self",4,"very difficult","motion"
"25",0.880952380952381,1.90435135135135,"other",1,"very easy","motion"
"25",0.931818181818182,1.84360975609756,"self",1,"very easy","motion"
"25",0.767441860465116,1.98866666666667,"other",2,"easy","motion"
"25",0.866666666666667,1.67861538461538,"self",2,"easy","motion"
"25",0.75609756097561,1.93064516129032,"other",3,"difficult","motion"
"25",0.853658536585366,2.09357142857143,"self",3,"difficult","motion"
"25",0.55,2.29754545454545,"other",4,"very difficult","motion"
"25",0.617647058823529,2.09771428571429,"self",4,"very difficult","motion"
"26",0.74468085106383,1.59734285714286,"other",1,"very easy","motion"
"26",0.622222222222222,1.76817857142857,"self",1,"very easy","motion"
"26",0.630434782608696,1.80296551724138,"other",2,"easy","motion"
"26",0.625,1.5199,"self",2,"easy","motion"
"26",0.695652173913043,1.8463125,"other",3,"difficult","motion"
"26",0.630434782608696,1.57589655172414,"self",3,"difficult","motion"
"26",0.511627906976744,1.56718181818182,"other",4,"very difficult","motion"
"26",0.555555555555556,1.63464,"self",4,"very difficult","motion"
"27",0.446808510638298,2.22447619047619,"other",1,"very easy","motion"
"27",0.708333333333333,1.88441176470588,"self",1,"very easy","motion"
"27",0.340909090909091,2.19046666666667,"other",2,"easy","motion"
"27",0.711111111111111,1.75240625,"self",2,"easy","motion"
"27",0.260869565217391,2.457,"other",3,"difficult","motion"
"27",0.777777777777778,1.82485714285714,"self",3,"difficult","motion"
"27",0.363636363636364,2.1680625,"other",4,"very difficult","motion"
"27",0.688888888888889,2.09225806451613,"self",4,"very difficult","motion"
"28",0.48936170212766,1.97708695652174,"other",1,"very easy","motion"
"28",0.673913043478261,1.91941935483871,"self",1,"very easy","motion"
"28",0.521739130434783,2.12629166666667,"other",2,"easy","motion"
"28",0.534883720930233,1.93030434782609,"self",2,"easy","motion"
"28",0.565217391304348,2.08576923076923,"other",3,"difficult","motion"
"28",0.695652173913043,1.9879375,"self",3,"difficult","motion"
"28",0.425531914893617,2.25305,"other",4,"very difficult","motion"
"28",0.652173913043478,2.1851,"self",4,"very difficult","motion"
"29",0.583333333333333,1.61128571428571,"other",1,"very easy","motion"
"29",0.851063829787234,1.419875,"self",1,"very easy","motion"
"29",0.739130434782609,1.81132352941176,"other",2,"easy","motion"
"29",0.833333333333333,1.52285,"self",2,"easy","motion"
"29",0.702127659574468,1.74339393939394,"other",3,"difficult","motion"
"29",0.833333333333333,1.6026,"self",3,"difficult","motion"
"29",0.577777777777778,1.96469230769231,"other",4,"very difficult","motion"
"29",0.5,1.68826086956522,"self",4,"very difficult","motion"
"30",0.583333333333333,1.83975,"other",1,"very easy","motion"
"30",0.833333333333333,1.72165,"self",1,"very easy","motion"
"30",0.636363636363636,2.04153571428571,"other",2,"easy","motion"
"30",0.652173913043478,1.68786666666667,"self",2,"easy","motion"
"30",0.51063829787234,2.00154166666667,"other",3,"difficult","motion"
"30",0.638297872340426,1.9366,"self",3,"difficult","motion"
"30",0.5,2.03281818181818,"other",4,"very difficult","motion"
"30",0.674418604651163,2.0368275862069,"self",4,"very difficult","motion"
"31",0.739130434782609,2.26929411764706,"other",1,"very easy","motion"
"31",0.893617021276596,2.12985714285714,"self",1,"very easy","motion"
"31",0.651162790697674,2.43075,"other",2,"easy","motion"
"31",0.75,2.25845454545455,"self",2,"easy","motion"
"31",0.617021276595745,2.38951724137931,"other",3,"difficult","motion"
"31",0.829787234042553,2.27941025641026,"self",3,"difficult","motion"
"31",0.659574468085106,2.47403225806452,"other",4,"very difficult","motion"
"31",0.659090909090909,2.39496551724138,"self",4,"very difficult","motion"
"32",0.8125,1.60692307692308,"other",1,"very easy","motion"
"32",0.833333333333333,1.4302,"self",1,"very easy","motion"
"32",0.75,1.75941666666667,"other",2,"easy","motion"
"32",0.8125,1.60528205128205,"self",2,"easy","motion"
"32",0.75,1.64411111111111,"other",3,"difficult","motion"
"32",0.808510638297872,1.63173684210526,"self",3,"difficult","motion"
"32",0.581395348837209,1.7062,"other",4,"very difficult","motion"
"32",0.630434782608696,1.91141379310345,"self",4,"very difficult","motion"
"33",0.833333333333333,1.44605,"other",1,"very easy","motion"
"33",0.4375,1.63185714285714,"self",1,"very easy","motion"
"33",0.8125,1.49684615384615,"other",2,"easy","motion"
"33",0.4375,1.63766666666667,"self",2,"easy","motion"
"33",0.765957446808511,1.41927777777778,"other",3,"difficult","motion"
"33",0.375,1.96922222222222,"self",3,"difficult","motion"
"33",0.733333333333333,1.61436363636364,"other",4,"very difficult","motion"
"33",0.288888888888889,1.96769230769231,"self",4,"very difficult","motion"
"34",0.911111111111111,1.91058536585366,"other",1,"very easy","motion"
"34",0.851063829787234,1.731525,"self",1,"very easy","motion"
"34",0.857142857142857,2.11930555555556,"other",2,"easy","motion"
"34",0.795454545454545,2.01394285714286,"self",2,"easy","motion"
"34",0.844444444444444,2.03526315789474,"other",3,"difficult","motion"
"34",0.851063829787234,1.864425,"self",3,"difficult","motion"
"34",0.523809523809524,2.23209090909091,"other",4,"very difficult","motion"
"34",0.585365853658537,2.18945833333333,"self",4,"very difficult","motion"
"35",0.791666666666667,1.80707894736842,"other",1,"very easy","motion"
"35",0.795454545454545,2.1746,"self",1,"very easy","motion"
"35",0.804347826086957,2.01594594594595,"other",2,"easy","motion"
"35",0.717948717948718,2.12675,"self",2,"easy","motion"
"35",0.891304347826087,2,"other",3,"difficult","motion"
"35",0.772727272727273,2.2105,"self",3,"difficult","motion"
"35",0.651162790697674,2.16903571428571,"other",4,"very difficult","motion"
"35",0.615384615384615,2.246125,"self",4,"very difficult","motion"
"36",0.8125,1.91069230769231,"other",1,"very easy","motion"
"36",0.863636363636364,1.98068421052632,"self",1,"very easy","motion"
"36",0.760869565217391,2.05891428571429,"other",2,"easy","motion"
"36",0.652173913043478,2.15263333333333,"self",2,"easy","motion"
"36",0.673913043478261,2.11229032258065,"other",3,"difficult","motion"
"36",0.711111111111111,1.9715625,"self",3,"difficult","motion"
"36",0.622222222222222,2.06803571428571,"other",4,"very difficult","motion"
"36",0.595238095238095,2.05688,"self",4,"very difficult","motion"
"37",0.916666666666667,1.49790909090909,"other",1,"very easy","motion"
"37",0.854166666666667,1.41636585365854,"self",1,"very easy","motion"
"37",0.723404255319149,1.64958823529412,"other",2,"easy","motion"
"37",0.833333333333333,1.57225,"self",2,"easy","motion"
"37",0.787234042553192,1.64962162162162,"other",3,"difficult","motion"
"37",0.729166666666667,1.58751428571429,"self",3,"difficult","motion"
"37",0.595744680851064,1.92285714285714,"other",4,"very difficult","motion"
"37",0.638297872340426,1.8466,"self",4,"very difficult","motion"
"38",0.847826086956522,2.20435897435897,"other",1,"very easy","motion"
"38",0.780487804878049,2.30325,"self",1,"very easy","motion"
"38",0.727272727272727,2.178125,"other",2,"easy","motion"
"38",0.658536585365854,2.25381481481481,"self",2,"easy","motion"
"38",0.6,2.172,"other",3,"difficult","motion"
"38",0.704545454545455,2.22338709677419,"self",3,"difficult","motion"
"38",0.454545454545455,2.384,"other",4,"very difficult","motion"
"38",0.552631578947368,2.43995238095238,"self",4,"very difficult","motion"
"39",0.854166666666667,1.04946341463415,"other",1,"very easy","motion"
"39",0.708333333333333,1.19282352941176,"self",1,"very easy","motion"
"39",0.645833333333333,1.24093548387097,"other",2,"easy","motion"
"39",0.625,1.29156666666667,"self",2,"easy","motion"
"39",0.625,1.0708,"other",3,"difficult","motion"
"39",0.666666666666667,1.30696875,"self",3,"difficult","motion"
"39",0.520833333333333,1.21332,"other",4,"very difficult","motion"
"39",0.708333333333333,1.27094117647059,"self",4,"very difficult","motion"
"40",0.520833333333333,0.90488,"other",1,"very easy","motion"
"40",0.574468085106383,0.701666666666667,"self",1,"very easy","motion"
"40",0.377777777777778,0.573823529411765,"other",2,"easy","motion"
"40",0.416666666666667,0.8184,"self",2,"easy","motion"
"40",0.446808510638298,0.692904761904762,"other",3,"difficult","motion"
"40",0.458333333333333,0.777318181818182,"self",3,"difficult","motion"
"40",0.478260869565217,0.700681818181818,"other",4,"very difficult","motion"
"40",0.48936170212766,1.00695652173913,"self",4,"very difficult","motion"
"41",0.75,1.868,"other",1,"very easy","motion"
"41",0.914893617021277,1.59546511627907,"self",1,"very easy","motion"
"41",0.708333333333333,2.00061764705882,"other",2,"easy","motion"
"41",0.833333333333333,1.70095,"self",2,"easy","motion"
"41",0.791666666666667,1.89976315789474,"other",3,"difficult","motion"
"41",0.765957446808511,1.92280555555556,"self",3,"difficult","motion"
"41",0.583333333333333,2.05342857142857,"other",4,"very difficult","motion"
"41",0.625,2.10246666666667,"self",4,"very difficult","motion"
"42",0.74468085106383,1.92522857142857,"other",1,"very easy","motion"
"42",0.717391304347826,1.89984848484848,"self",1,"very easy","motion"
"42",0.622222222222222,1.96675,"other",2,"easy","motion"
"42",0.760869565217391,1.99348571428571,"self",2,"easy","motion"
"42",0.688888888888889,2.12816129032258,"other",3,"difficult","motion"
"42",0.6875,2.15160606060606,"self",3,"difficult","motion"
"42",0.708333333333333,2.03814705882353,"other",4,"very difficult","motion"
"42",0.595744680851064,2.14703571428571,"self",4,"very difficult","motion"
"43",0.795454545454545,1.97422857142857,"other",1,"very easy","motion"
"43",0.886363636363636,2.05510256410256,"self",1,"very easy","motion"
"43",0.8,1.84511111111111,"other",2,"easy","motion"
"43",0.826086956521739,1.96147368421053,"self",2,"easy","motion"
"43",0.777777777777778,1.92637142857143,"other",3,"difficult","motion"
"43",0.739130434782609,2.02873529411765,"self",3,"difficult","motion"
"43",0.707317073170732,2.26434482758621,"other",4,"very difficult","motion"
"43",0.714285714285714,2.31356666666667,"self",4,"very difficult","motion"
"44",0.565217391304348,1.78561538461538,"other",1,"very easy","motion"
"44",0.723404255319149,1.48658823529412,"self",1,"very easy","motion"
"44",0.48936170212766,1.68226086956522,"other",2,"easy","motion"
"44",0.666666666666667,1.4379375,"self",2,"easy","motion"
"44",0.581395348837209,1.71904,"other",3,"difficult","motion"
"44",0.733333333333333,1.50018181818182,"self",3,"difficult","motion"
"44",0.51063829787234,1.55070833333333,"other",4,"very difficult","motion"
"44",0.666666666666667,1.74356666666667,"self",4,"very difficult","motion"
"45",0.851063829787234,1.381375,"other",1,"very easy","motion"
"45",0.916666666666667,1.22668181818182,"self",1,"very easy","motion"
"45",0.541666666666667,1.60738461538462,"other",2,"easy","motion"
"45",0.872340425531915,1.36770731707317,"self",2,"easy","motion"
"45",0.604166666666667,1.64237931034483,"other",3,"difficult","motion"
"45",0.787234042553192,1.32456756756757,"self",3,"difficult","motion"
"45",0.458333333333333,1.62395454545455,"other",4,"very difficult","motion"
"45",0.6875,1.35557575757576,"self",4,"very difficult","motion"
"46",0.893617021276596,1.75454761904762,"other",1,"very easy","motion"
"46",0.808510638297872,1.75765789473684,"self",1,"very easy","motion"
"46",0.666666666666667,1.82015625,"other",2,"easy","motion"
"46",0.627906976744186,1.98140740740741,"self",2,"easy","motion"
"46",0.755555555555556,1.82117647058824,"other",3,"difficult","motion"
"46",0.688888888888889,1.80090322580645,"self",3,"difficult","motion"
"46",0.717391304347826,1.96669696969697,"other",4,"very difficult","motion"
"46",0.636363636363636,1.98214285714286,"self",4,"very difficult","motion"
"47",0.854166666666667,1.3600487804878,"other",1,"very easy","motion"
"47",0.936170212765957,1.38120454545455,"self",1,"very easy","motion"
"47",0.833333333333333,1.472575,"other",2,"easy","motion"
"47",0.847826086956522,1.48930769230769,"self",2,"easy","motion"
"47",0.808510638297872,1.38728947368421,"other",3,"difficult","motion"
"47",0.8125,1.40723076923077,"self",3,"difficult","motion"
"47",0.893617021276596,1.58040476190476,"other",4,"very difficult","motion"
"47",0.543478260869565,1.44692,"self",4,"very difficult","motion"
"48",0.8125,1.77266666666667,"other",1,"very easy","motion"
"48",0.755555555555556,1.392,"self",1,"very easy","motion"
"48",0.772727272727273,1.85811764705882,"other",2,"easy","motion"
"48",0.658536585365854,1.53762962962963,"self",2,"easy","motion"
"48",0.75,1.85878787878788,"other",3,"difficult","motion"
"48",0.822222222222222,1.58164864864865,"self",3,"difficult","motion"
"48",0.527777777777778,1.94852631578947,"other",4,"very difficult","motion"
"48",0.547619047619048,1.80239130434783,"self",4,"very difficult","motion"
"49",0.875,1.38633333333333,"other",1,"very easy","motion"
"49",0.555555555555556,1.70412,"self",1,"very easy","motion"
"49",0.895833333333333,1.45660465116279,"other",2,"easy","motion"
"49",0.511111111111111,1.91069565217391,"self",2,"easy","motion"
"49",0.869565217391304,1.536775,"other",3,"difficult","motion"
"49",0.409090909090909,1.73277777777778,"self",3,"difficult","motion"
"49",0.795454545454545,1.63294285714286,"other",4,"very difficult","motion"
"49",0.319148936170213,1.9908,"self",4,"very difficult","motion"
"50",0.854166666666667,1.634,"other",1,"very easy","motion"
"50",0.729166666666667,1.4668,"self",1,"very easy","motion"
"50",0.8125,1.63648717948718,"other",2,"easy","motion"
"50",0.729166666666667,1.40674285714286,"self",2,"easy","motion"
"50",0.770833333333333,1.60494594594595,"other",3,"difficult","motion"
"50",0.791666666666667,1.54115789473684,"self",3,"difficult","motion"
"50",0.770833333333333,1.76591891891892,"other",4,"very difficult","motion"
"50",0.5,1.62583333333333,"self",4,"very difficult","motion"
"51",0.708333333333333,1.63208823529412,"other",1,"very easy","motion"
"51",0.75,1.66702777777778,"self",1,"very easy","motion"
"51",0.854166666666667,1.61773170731707,"other",2,"easy","motion"
"51",0.791666666666667,1.62321052631579,"self",2,"easy","motion"
"51",0.625,1.6277,"other",3,"difficult","motion"
"51",0.833333333333333,1.750475,"self",3,"difficult","motion"
"51",0.666666666666667,1.8040625,"other",4,"very difficult","motion"
"51",0.739130434782609,1.74502941176471,"self",4,"very difficult","motion"
"52",0.851063829787234,1.76895,"other",1,"very easy","motion"
"52",0.979166666666667,1.52029787234043,"self",1,"very easy","motion"
"52",0.521739130434783,2.05341666666667,"other",2,"easy","motion"
"52",0.844444444444444,1.80736842105263,"self",2,"easy","motion"
"52",0.717391304347826,1.81866666666667,"other",3,"difficult","motion"
"52",0.891304347826087,1.74319512195122,"self",3,"difficult","motion"
"52",0.531914893617021,2.23512,"other",4,"very difficult","motion"
"52",0.790697674418605,1.94023529411765,"self",4,"very difficult","motion"
"53",0.854166666666667,1.47236585365854,"other",1,"very easy","motion"
"53",0.916666666666667,1.44059090909091,"self",1,"very easy","motion"
"53",0.958333333333333,1.553,"other",2,"easy","motion"
"53",0.829787234042553,1.69002564102564,"self",2,"easy","motion"
"53",0.851063829787234,1.654025,"other",3,"difficult","motion"
"53",0.782608695652174,1.78288888888889,"self",3,"difficult","motion"
"53",0.644444444444444,2.12868965517241,"other",4,"very difficult","motion"
"53",0.5,1.90613043478261,"self",4,"very difficult","motion"
"54",0.8125,1.84325641025641,"other",1,"very easy","motion"
"54",0.75,1.76691666666667,"self",1,"very easy","motion"
"54",0.75,2.02748484848485,"other",2,"easy","motion"
"54",0.659574468085106,1.8728064516129,"self",2,"easy","motion"
"54",0.822222222222222,1.8872972972973,"other",3,"difficult","motion"
"54",0.533333333333333,1.91483333333333,"self",3,"difficult","motion"
"54",0.651162790697674,2.00546428571429,"other",4,"very difficult","motion"
"54",0.553191489361702,1.95476923076923,"self",4,"very difficult","motion"
"55",0.822222222222222,1.94986486486486,"other",1,"very easy","motion"
"55",0.74468085106383,1.64782857142857,"self",1,"very easy","motion"
"55",0.711111111111111,1.94671875,"other",2,"easy","motion"
"55",0.625,1.89483333333333,"self",2,"easy","motion"
"55",0.733333333333333,1.8019696969697,"other",3,"difficult","motion"
"55",0.48936170212766,1.75217391304348,"self",3,"difficult","motion"
"55",0.659574468085106,1.97816129032258,"other",4,"very difficult","motion"
